Total cycle count,Time,Extension,Load
,(s),(mm),(N)
"4.50000","6.20700","2.43782","67.20621"
"4.50000","6.21200","2.41277","65.68038"
"4.50000","6.21700","2.38771","64.19483"
"4.50000","6.22200","2.36265","62.74626"
"4.50000","6.22700","2.33758","61.31966"
"4.50000","6.23200","2.31251","59.92853"
"4.50000","6.23700","2.28746","58.54812"
"4.50000","6.24200","2.26242","57.18355"
"4.50000","6.24700","2.23738","55.84221"
"4.50000","6.25200","2.21235","54.50537"
"4.50000","6.25700","2.18733","53.19295"
"4.50000","6.26200","2.16230","51.89363"
"4.50000","6.26700","2.13727","50.61452"
"4.50000","6.27200","2.11225","49.37045"
"4.50000","6.27700","2.08723","48.15070"
"4.50000","6.28200","2.06221","46.97754"
"4.50000","6.28700","2.03719","45.82850"
"4.50000","6.29200","2.01218","44.69867"
"4.50000","6.29700","1.98716","43.58937"
"4.50000","6.30200","1.96213","42.47862"
"4.50000","6.30700","1.93711","41.38404"
"4.50000","6.31200","1.91208","40.28917"
"4.50000","6.31700","1.88706","39.20555"
"4.50000","6.32200","1.86204","38.14410"
"4.50000","6.32700","1.83703","37.08223"
"4.50000","6.33200","1.81202","36.04711"
"4.50000","6.33700","1.78702","35.02815"
"4.50000","6.34200","1.76203","34.02682"
"4.50000","6.34700","1.73704","33.05288"
"4.50000","6.35200","1.71206","32.07777"
"4.50000","6.35700","1.68707","31.12686"
"4.50000","6.36200","1.66208","30.18031"
"4.50000","6.36700","1.63708","29.24715"
"4.50000","6.37200","1.61207","28.34084"
"4.50000","6.37700","1.58706","27.43601"
"4.50000","6.38200","1.56205","26.54824"
"4.50000","6.38700","1.53704","25.67502"
"4.50000","6.39200","1.51204","24.81477"
"4.50000","6.39700","1.48704","23.97764"
"4.50000","6.40200","1.46205","23.15194"
"4.50000","6.40700","1.43705","22.33904"
"4.50000","6.41200","1.41205","21.54030"
"4.50000","6.41700","1.38704","20.74135"
"4.50000","6.42200","1.36204","19.95951"
"4.50000","6.42700","1.33704","19.18263"
"4.50000","6.43200","1.31205","18.41318"
"4.50000","6.43700","1.28705","17.65919"
"4.50000","6.44200","1.26204","16.90788"
"4.50000","6.44700","1.23702","16.17588"
"4.50000","6.45200","1.21200","15.45884"
"4.50000","6.45700","1.18698","14.75882"
"4.50000","6.46200","1.16196","14.09809"
"4.50000","6.46700","1.13695","13.45037"
"4.50000","6.47200","1.11195","12.81507"
"4.50000","6.47700","1.08695","12.18475"
"4.50000","6.48200","1.06196","11.55445"
"4.50000","6.48700","1.03696","10.93334"
"4.50000","6.49200","1.01196","10.29893"
"4.50000","6.49700","0.98696","9.67321"
"4.50000","6.50200","0.96196","9.04599"
"4.50000","6.50700","0.93696","8.42034"
"4.50000","6.51200","0.91196","7.80853"
"4.50000","6.51700","0.88696","7.19660"
"4.50000","6.52200","0.86196","6.60775"
"4.50000","6.52700","0.83695","6.02682"
"4.50000","6.53200","0.81195","5.45348"
"4.50000","6.53700","0.78695","4.89495"
"4.50000","6.54200","0.76195","4.33157"
"4.50000","6.54700","0.73696","3.77682"
"4.50000","6.55200","0.71197","3.21931"
"4.50000","6.55700","0.68697","2.66133"
"4.50000","6.56200","0.66197","2.11529"
"4.50000","6.56700","0.63697","1.57132"
"4.50000","6.57200","0.61198","1.04943"
"4.50000","6.57700","0.58699","0.53826"
"4.50000","6.58200","0.56201","0.04343"
"4.50000","6.58700","0.53702","-0.42685"
"4.50000","6.59200","0.51203","-0.88289"
"4.50000","6.59700","0.48704","-1.30940"
"4.50000","6.60200","0.46204","-1.71501"
"4.50000","6.60700","0.43704","-2.09829"
"4.50000","6.61200","0.41204","-2.45492"
"4.50000","6.61700","0.38703","-2.80087"
"4.50000","6.62200","0.36203","-3.11927"
"4.50000","6.62700","0.33703","-3.42167"
"4.50000","6.63200","0.31201","-3.70415"
"4.50000","6.63700","0.28700","-3.95728"
"4.50000","6.64200","0.26197","-4.19601"
"4.50000","6.64700","0.23695","-4.40215"
"4.50000","6.65200","0.21194","-4.59155"
"4.50000","6.65700","0.18693","-4.75661"
"4.50000","6.66200","0.16192","-4.90058"
"4.50000","6.66700","0.13691","-5.03421"
"4.50000","6.67200","0.11190","-5.14835"
"4.50000","6.67700","0.08689","-5.25388"
"4.50000","6.68200","0.06189","-5.35363"
"4.50000","6.68700","0.03690","-5.43786"
"4.50000","6.69200","0.01193","-5.52654"
"5.00000","6.69500","-0.00305","-5.57266"
"5.00000","6.69600","-0.00804","-5.58798"
"5.00000","6.69700","-0.01303","-5.60442"
"5.00000","6.79700","0.13165","-2.22997"
"5.00000","6.89700","0.64177","11.74679"
"5.00000","6.99700","1.14257","30.64381"
"5.00000","7.09700","1.64254","52.37738"
"5.00000","7.19700","2.14249","76.69458"
"5.00000","7.29700","2.64255","103.78378"
"5.50000","7.36900","3.00244","124.82405"
"5.50000","7.37000","3.00743","125.12103"
"5.50000","7.37100","3.01243","125.41896"
"5.50000","7.47100","2.86626","97.81903"
"5.50000","7.57100","2.35762","61.62275"
"5.50000","7.67100","1.85703","37.06437"
"5.50000","7.77100","1.35704","19.27695"
"5.50000","7.87100","0.85696","5.98246"
"6.00000","7.92900","0.56702","-0.08756"
